text,label,intent
快船的队长是谁？,1,SIMPLE_RELATION_QUERY
聊聊篮球带给人们的启发,4,DOMAIN_CHITCHAT
分析诺维茨基和周琦的领导力差异,3,COMPARATIVE_QUERY
探讨科比和詹姆斯的师承关系,2,COMPLEX_RELATION_QUERY
你觉得谁是历史第一人？,4,DOMAIN_CHITCHAT
总结独行侠王朝时期的核心阵容变迁,2,COMPLEX_RELATION_QUERY
乔丹师从哪位教练？,1,SIMPLE_RELATION_QUERY
库里什么位置？,0,ATTRIBUTE_QUERY
对比分析诺维茨基和艾弗森的打球风格,3,COMPARATIVE_QUERY
乔丹的身高是多少？,0,ATTRIBUTE_QUERY
孙悦多高？,0,ATTRIBUTE_QUERY
麦迪多高？,0,ATTRIBUTE_QUERY
丁彦雨航的生涯数据怎么样？,0,ATTRIBUTE_QUERY
对比凯尔特人和勇士的历史战绩,3,COMPARATIVE_QUERY
加内特的经纪人是谁？,1,SIMPLE_RELATION_QUERY
姚明的教练是谁？,1,SIMPLE_RELATION_QUERY
对比湖人和雷霆的历史战绩,3,COMPARATIVE_QUERY
你对篮球有什么看法？,4,DOMAIN_CHITCHAT
评价巴特尔和卡特的历史地位,3,COMPARATIVE_QUERY
艾弗森什么位置？,0,ATTRIBUTE_QUERY
鹈鹕现在的教练是谁？,0,ATTRIBUTE_QUERY
马刺和勇士哪个更有冠军相？,3,COMPARATIVE_QUERY
分析王治郅对尼克斯历史地位的影响,2,COMPLEX_RELATION_QUERY
杜兰特的生涯数据怎么样？,0,ATTRIBUTE_QUERY
湖人的主场在哪？,0,ATTRIBUTE_QUERY
纳什在哪个队？,1,SIMPLE_RELATION_QUERY
你对篮球有什么看法？,4,DOMAIN_CHITCHAT
凯尔特人现在的教练是谁？,0,ATTRIBUTE_QUERY
乔丹的经纪人是谁？,1,SIMPLE_RELATION_QUERY
易建联的身高是多少？,0,ATTRIBUTE_QUERY
奇才的主场在哪？,0,ATTRIBUTE_QUERY
谁是活塞的老板？,1,SIMPLE_RELATION_QUERY
猛龙的主场在哪？,0,ATTRIBUTE_QUERY
探讨邓肯和周琦的师承关系,2,COMPLEX_RELATION_QUERY
步行者vs国王，哪支球队更强？,3,COMPARATIVE_QUERY
梳理热火历史上的重要交易和转会,2,COMPLEX_RELATION_QUERY
你认为什么是篮球精神？,4,DOMAIN_CHITCHAT
分析王治郅和奥尼尔的领导力差异,3,COMPARATIVE_QUERY
周琦的经纪人是谁？,1,SIMPLE_RELATION_QUERY
聊聊篮球带给人们的启发,4,DOMAIN_CHITCHAT
你觉得谁是历史第一人？,4,DOMAIN_CHITCHAT
姚明的职业生涯轨迹和重要节点分析,2,COMPLEX_RELATION_QUERY
奥尼尔多少岁？,0,ATTRIBUTE_QUERY
对比雄鹿和爵士的历史战绩,3,COMPARATIVE_QUERY
对比分析奥尼尔和詹姆斯的打球风格,3,COMPARATIVE_QUERY
你对篮球有什么看法？,4,DOMAIN_CHITCHAT
纳什什么位置？,0,ATTRIBUTE_QUERY
分析现代篮球战术体系的发展脉络,2,COMPLEX_RELATION_QUERY
总结篮网王朝时期的核心阵容变迁,2,COMPLEX_RELATION_QUERY
比较巴特尔和邓肯的职业生涯成就,3,COMPARATIVE_QUERY
分析现代篮球战术体系的发展脉络,2,COMPLEX_RELATION_QUERY
詹姆斯的身高是多少？,0,ATTRIBUTE_QUERY
分析奥尼尔对火箭历史地位的影响,2,COMPLEX_RELATION_QUERY
梳理辽宁历史上的重要交易和转会,2,COMPLEX_RELATION_QUERY
诺维茨基什么位置？,0,ATTRIBUTE_QUERY
篮球给你带来了什么？,4,DOMAIN_CHITCHAT
库里职业生涯都和哪些教练合作过？,2,COMPLEX_RELATION_QUERY
对比分析卡特和加内特的打球风格,3,COMPARATIVE_QUERY
总结雄鹿王朝时期的核心阵容变迁,2,COMPLEX_RELATION_QUERY
总结快船王朝时期的核心阵容变迁,2,COMPLEX_RELATION_QUERY
谁是骑士的老板？,1,SIMPLE_RELATION_QUERY
孙悦与加内特的技术特点有什么不同？,3,COMPARATIVE_QUERY
分析科比对广东历史地位的影响,2,COMPLEX_RELATION_QUERY
巴特尔和谁一起打球？,1,SIMPLE_RELATION_QUERY
你对篮球有什么看法？,4,DOMAIN_CHITCHAT
加内特职业生涯都和哪些教练合作过？,2,COMPLEX_RELATION_QUERY
骑士vs湖人，哪支球队更强？,3,COMPARATIVE_QUERY
你觉得谁是历史第一人？,4,DOMAIN_CHITCHAT
现在的NBA还有观赏性吗？,4,DOMAIN_CHITCHAT
盘点与姚明有过交集的所有MVP球员,2,COMPLEX_RELATION_QUERY
分析库里和孙悦的领导力差异,3,COMPARATIVE_QUERY
分析现代篮球战术体系的发展脉络,2,COMPLEX_RELATION_QUERY
加内特和谁一起打球？,1,SIMPLE_RELATION_QUERY
库里什么位置？,0,ATTRIBUTE_QUERY
姚明什么位置？,0,ATTRIBUTE_QUERY
梳理雷霆历史上的重要交易和转会,2,COMPLEX_RELATION_QUERY
詹姆斯的教练是谁？,1,SIMPLE_RELATION_QUERY
对比魔术和爵士的历史战绩,3,COMPARATIVE_QUERY
你心中的篮球英雄是什么样的？,4,DOMAIN_CHITCHAT
孙悦哪年出生的？,0,ATTRIBUTE_QUERY
对比分析孙悦和库里的打球风格,3,COMPARATIVE_QUERY
篮球最吸引你的是什么？,4,DOMAIN_CHITCHAT
总结老鹰王朝时期的核心阵容变迁,2,COMPLEX_RELATION_QUERY
奥尼尔与诺维茨基的技术特点有什么不同？,3,COMPARATIVE_QUERY
谈谈篮球文化的影响,4,DOMAIN_CHITCHAT
篮球最吸引你的是什么？,4,DOMAIN_CHITCHAT
篮球改变了什么？,4,DOMAIN_CHITCHAT
乔丹的队友有谁？,1,SIMPLE_RELATION_QUERY
勇士和雄鹿哪个更有冠军相？,3,COMPARATIVE_QUERY
周琦多少岁？,0,ATTRIBUTE_QUERY
对比分析丁彦雨航和加内特的打球风格,3,COMPARATIVE_QUERY
加内特的职业生涯轨迹和重要节点分析,2,COMPLEX_RELATION_QUERY
科比的生涯数据怎么样？,0,ATTRIBUTE_QUERY
篮球给你带来了什么？,4,DOMAIN_CHITCHAT
评价艾弗森和邓肯的历史地位,3,COMPARATIVE_QUERY
对比分析巴特尔和郭艾伦的打球风格,3,COMPARATIVE_QUERY
分享一下你的篮球故事,4,DOMAIN_CHITCHAT
姚明什么位置？,0,ATTRIBUTE_QUERY
你对篮球有什么看法？,4,DOMAIN_CHITCHAT
对比老鹰和凯尔特人的历史战绩,3,COMPARATIVE_QUERY
76人的队长是谁？,1,SIMPLE_RELATION_QUERY
丁彦雨航和谁一起打球？,1,SIMPLE_RELATION_QUERY
诺维茨基几号球衣？,0,ATTRIBUTE_QUERY
杜兰特师从哪位教练？,1,SIMPLE_RELATION_QUERY
掘金有哪些球员？,1,SIMPLE_RELATION_QUERY
诺维茨基在哪个队？,1,SIMPLE_RELATION_QUERY
库里的教练是谁？,1,SIMPLE_RELATION_QUERY
评价王治郅和杜兰特的历史地位,3,COMPARATIVE_QUERY
和丁彦雨航当过队友并且也拿过总冠军的球员有谁？,2,COMPLEX_RELATION_QUERY
雷霆现在的教练是谁？,0,ATTRIBUTE_QUERY
邓肯与丁彦雨航的技术特点有什么不同？,3,COMPARATIVE_QUERY
王治郅多高？,0,ATTRIBUTE_QUERY
姚明师从哪位教练？,1,SIMPLE_RELATION_QUERY
你认为什么是篮球精神？,4,DOMAIN_CHITCHAT
湖人有哪些球员？,1,SIMPLE_RELATION_QUERY
麦迪什么位置？,0,ATTRIBUTE_QUERY
郭艾伦的经纪人是谁？,1,SIMPLE_RELATION_QUERY
诺维茨基多少岁？,0,ATTRIBUTE_QUERY
丁彦雨航的经纪人是谁？,1,SIMPLE_RELATION_QUERY
艾弗森与巴特尔的技术特点有什么不同？,3,COMPARATIVE_QUERY
纳什在哪个队？,1,SIMPLE_RELATION_QUERY
马刺有哪些球员？,1,SIMPLE_RELATION_QUERY
你心中的篮球英雄是什么样的？,4,DOMAIN_CHITCHAT
韦德的教练是谁？,1,SIMPLE_RELATION_QUERY
对比分析诺维茨基和韦德的打球风格,3,COMPARATIVE_QUERY
郭艾伦和奥尼尔谁的得分能力更强？,3,COMPARATIVE_QUERY
你认为什么是篮球精神？,4,DOMAIN_CHITCHAT
科比职业生涯都和哪些教练合作过？,2,COMPLEX_RELATION_QUERY
谁是开拓者的老板？,1,SIMPLE_RELATION_QUERY
独行侠的队长是谁？,1,SIMPLE_RELATION_QUERY
奇才现在的教练是谁？,0,ATTRIBUTE_QUERY
雷霆和森林狼哪个更有冠军相？,3,COMPARATIVE_QUERY
和姚明当过队友并且也拿过总冠军的球员有谁？,2,COMPLEX_RELATION_QUERY
掘金的队长是谁？,1,SIMPLE_RELATION_QUERY
探讨王治郅和奥尼尔的师承关系,2,COMPLEX_RELATION_QUERY
比较麦迪和纳什对篮球运动的影响力,3,COMPARATIVE_QUERY
对比分析诺维茨基和科比的打球风格,3,COMPARATIVE_QUERY
分析乔丹和易建联的领导力差异,3,COMPARATIVE_QUERY
魔术什么时候成立的？,0,ATTRIBUTE_QUERY
比较王治郅和郭艾伦对篮球运动的影响力,3,COMPARATIVE_QUERY
卡特的职业生涯轨迹和重要节点分析,2,COMPLEX_RELATION_QUERY
易建联和科比谁的得分能力更强？,3,COMPARATIVE_QUERY
对比国王和黄蜂的历史战绩,3,COMPARATIVE_QUERY
和麦迪当过队友并且也拿过总冠军的球员有谁？,2,COMPLEX_RELATION_QUERY
詹姆斯的经纪人是谁？,1,SIMPLE_RELATION_QUERY
分享一下你的篮球故事,4,DOMAIN_CHITCHAT
孙悦多少岁？,0,ATTRIBUTE_QUERY
乔丹在哪个队？,1,SIMPLE_RELATION_QUERY
诺维茨基师从哪位教练？,1,SIMPLE_RELATION_QUERY
你认为什么是篮球精神？,4,DOMAIN_CHITCHAT
麦迪的生涯数据怎么样？,0,ATTRIBUTE_QUERY
现在的NBA还有观赏性吗？,4,DOMAIN_CHITCHAT
篮球给你带来了什么？,4,DOMAIN_CHITCHAT
分析现代篮球战术体系的发展脉络,2,COMPLEX_RELATION_QUERY
卡特的经纪人是谁？,1,SIMPLE_RELATION_QUERY
你认为什么是篮球精神？,4,DOMAIN_CHITCHAT
如何评价现代篮球的发展？,4,DOMAIN_CHITCHAT
和邓肯当过队友并且也拿过总冠军的球员有谁？,2,COMPLEX_RELATION_QUERY
盘点与詹姆斯有过交集的所有MVP球员,2,COMPLEX_RELATION_QUERY
分享一下你的篮球故事,4,DOMAIN_CHITCHAT
加内特和诺维茨基谁的得分能力更强？,3,COMPARATIVE_QUERY
巴特尔的队友有谁？,1,SIMPLE_RELATION_QUERY
篮球运动的魅力在哪里？,4,DOMAIN_CHITCHAT
丁彦雨航的教练是谁？,1,SIMPLE_RELATION_QUERY
詹姆斯的经纪人是谁？,1,SIMPLE_RELATION_QUERY
你心中的篮球英雄是什么样的？,4,DOMAIN_CHITCHAT
库里与杜兰特的技术特点有什么不同？,3,COMPARATIVE_QUERY
聊聊篮球带给人们的启发,4,DOMAIN_CHITCHAT
探讨麦迪和郭艾伦的师承关系,2,COMPLEX_RELATION_QUERY
聊聊你最喜欢的篮球时刻,4,DOMAIN_CHITCHAT
姚明的经纪人是谁？,1,SIMPLE_RELATION_QUERY
梳理猛龙历史上的重要交易和转会,2,COMPLEX_RELATION_QUERY
勇士和太阳哪个更有冠军相？,3,COMPARATIVE_QUERY
谁是掘金的老板？,1,SIMPLE_RELATION_QUERY
科比职业生涯都和哪些教练合作过？,2,COMPLEX_RELATION_QUERY
麦迪几号球衣？,0,ATTRIBUTE_QUERY
乔丹师从哪位教练？,1,SIMPLE_RELATION_QUERY
分析孙悦对雷霆历史地位的影响,2,COMPLEX_RELATION_QUERY
谈谈篮球文化的影响,4,DOMAIN_CHITCHAT
分析现代篮球战术体系的发展脉络,2,COMPLEX_RELATION_QUERY
分析麦迪对猛龙历史地位的影响,2,COMPLEX_RELATION_QUERY
快船的明星球员是谁？,1,SIMPLE_RELATION_QUERY
广东什么时候成立的？,0,ATTRIBUTE_QUERY
巴特尔和谁一起打球？,1,SIMPLE_RELATION_QUERY
艾弗森的队友有谁？,1,SIMPLE_RELATION_QUERY
梳理辽宁历史上的重要交易和转会,2,COMPLEX_RELATION_QUERY
分析现代篮球战术体系的发展脉络,2,COMPLEX_RELATION_QUERY
丁彦雨航的职业生涯轨迹和重要节点分析,2,COMPLEX_RELATION_QUERY
